seed,method,attack,accepted,commit_delta,audit_delta,operational_harm,declared_harm,harmful_escape,declared_harmful_escape,beneficial,false_rejection,before_balanced_accuracy,candidate_balanced_accuracy,installed_balanced_accuracy,receipt_decision,receipt_delta,receipt_hash,append_succeeded,append_attempts,append_successes,installed_candidate,installed_model_version,serving_bytes_verified,risk_consumed,probe_consumed,competing_fixation_blocked,witness_faults_injected,witness_signatures,witness_threshold,witness_quorum_met,event_chain_valid,protocol_event_count,catalog_leaves,certificate_issue_ms,protocol_e2e_ms
3,FedAvg,sign_flip,1,-0.008069546739710526,-0.0031059774472,0,0,0,0,1,0,0.5133957375336686,0.4896510758579724,0.4896510758579724,commit,-0.008069546739710526,cc275074acc2613b6764f49ecf672539d764014d00773150c263fc480d88e391,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2275.796805,4353.291612
3,CoordinateMedian,sign_flip,1,-0.006524666677236842,-0.007027785045125,0,0,0,0,1,0,0.5133957375336686,0.5066005755660928,0.5066005755660928,commit,-0.006524666677236842,617c6ac409927d07fa04acad9fd0131b4718528665b81685c1e8279e85d8c218,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2223.172071,4308.04774
3,Krum,sign_flip,1,-0.005005567658289474,-0.009382310891825,0,0,0,0,1,0,0.5133957375336686,0.5171236033304999,0.5171236033304999,commit,-0.005005567658289474,f22e0261a99ed70256af40a7f38aedc5883cb17a07acdebb4e5cd9dc8b80744f,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2281.463502,4290.384652
3,FLTrust,sign_flip,1,-0.0008103645704473684,-0.00011845751245,0,0,0,0,1,0,0.5133957375336686,0.5133957375336686,0.5133957375336686,commit,-0.0008103645704473684,4eb8b226a1309de3a9e3445db025ba772afb7414bb7384e69efac57ec226f6cb,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2235.421121,4238.466093
3,FedVal,sign_flip,1,-0.005058768872657895,-0.006002989409125,0,0,0,0,1,0,0.5133957375336686,0.5102311481621826,0.5102311481621826,commit,-0.005058768872657895,d2c834c82a89568244caaa495e508256fb93c9ff9043910a036f49ed4cd78046,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2250.661322,4223.486658
3,FLShield,sign_flip,1,-0.0020061624515,-0.0032750539346,0,0,0,0,1,0,0.5133957375336686,0.5138617207582725,0.5138617207582725,commit,-0.0020061624515,1808fd7037edf7d2c73779d1d582a62b9806c568b74c7179a82c2ddd26693e31,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2165.935185,4266.390748
3,FedAvg,model_replacement,0,0.26840451604105264,0.327761303289275,1,0,0,0,0,0,0.5133957375336686,0.485964175619348,0.5133957375336686,reject,0.26840451604105264,e0a95f923332f73e832b039fd48ccda9d91816c484972df0b0eedfc69f4eae25,1,1,1,0,0,1,1,1,1,1,3,3,1,1,9,1,2221.584898,4305.431743
3,CoordinateMedian,model_replacement,1,-0.006772913354394737,-0.006321183632125,0,0,0,0,1,0,0.5133957375336686,0.4929129584301998,0.4929129584301998,commit,-0.006772913354394737,835edba93747fa027d0c28c7e53c8e8298e9d34c620665d6fbce4a980cd1f800,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2194.454777,4324.13953
3,Krum,model_replacement,1,-0.005317431397473684,-0.0082905751332,0,0,0,0,1,0,0.5133957375336686,0.5257826981964913,0.5257826981964913,commit,-0.005317431397473684,8a46413f278e632c396dd82a80eb2b154b695ef9b3f88d550161059784225696,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2188.189774,4273.423952
3,FLTrust,model_replacement,1,-2.157594855263158e-05,0.0003561781754,0,0,0,0,0,0,0.5133957375336686,0.5133957375336686,0.5133957375336686,commit,-2.157594855263158e-05,4dacde7e572267c6045b428a93780af9db41e2766b7aec995b2415de043612a9,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2242.34534,4274.787766
3,FedVal,model_replacement,0,0.011656572038526316,0.01056131451165,0,0,0,0,0,0,0.5133957375336686,0.5020380365207952,0.5133957375336686,reject,0.011656572038526316,95eaaa52e56e1307c0bc9bab87757993a85c5a7c710decff418fd2488cf5be11,1,1,1,0,0,1,1,1,1,1,3,3,1,1,9,1,2234.151106,4297.076776
3,FLShield,model_replacement,1,-0.002149987523894737,-0.0040858410115,0,0,0,0,1,0,0.5133957375336686,0.5216861423757976,0.5216861423757976,commit,-0.002149987523894737,ec995238160dda07e02bd003a58d6e0f51588532131ee57768ae403a528362f1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2210.888119,4212.578925
